"Census Tracts in New York, NY",Tract_fips,County_name,County_fips,State_name,State_fips,"Geographic Years Available","% Population, Citizenship - Foreign Born - Not a Citizen, 2016","% Population, Citizenship - Foreign Born - Naturalized, 2016","% Population, Citizenship - Native, 2016","% Employment, Unemployed, 2016","Family Income Total ($), 2016","# Population Not in Poverty, Total, 2016","# Population, Female, Not in Poverty, Total, 2016","% Population, Female, Not in Poverty, Total, 2016","# Population, Male, Not in Poverty, Total, 2016","% Population, Male, Not in Poverty, Total, 2016","% Population Not in Poverty, Total, 2016","# Population, Female, in Poverty, Total, 2016","% Population, Female, in Poverty, Total, 2016","# Population, Male, in Poverty, Total, 2016","% Population, Male, in Poverty, Total, 2016","# Population Poverty Universe, 2016","# Population, Female, Poverty Universe, 2016","# Population, Male, Poverty Universe, 2016","# Population, Not Hispanic, 2016","% Population, Not Hispanic, 2016"
"CT089800, Kings County, NY","36047089800 ","Kings County, NY","36047 ","New York","36 ","2010, 2014",5.3744,18.3280,76.2977,5.5288,35744386,1423,802,36.8397,621,28.5255,65.3652,347,15.9394,407,18.6955,2177,1028,1149,1987,91.2724
"CT090000, Kings County, NY","36047090000 ","Kings County, NY","36047 ","New York","36 ","2010, 2014",14.0804,18.1850,67.7347,5.5227,66730600,3975,2201,38.1192,1774,30.7239,68.8431,1159,20.0727,640,11.0842,5774,2414,3360,4701,81.4167
"CT090200, Kings County, NY","36047090200 ","Kings County, NY","36047 ","New York","36 ","2010, 2014",11.8502,13.3594,74.7904,5.3678,48436623,2045,1123,31.3862,922,25.7686,57.1548,863,24.1196,670,18.7255,3578,1592,1986,2829,79.0665
"CT090600, Kings County, NY","36047090600 ","Kings County, NY","36047 ","New York","36 ","2010, 2014",9.6082,10.8247,79.5670,5.5230,45002672,2488,1422,29.3196,1066,21.9794,51.2990,1444,29.7732,918,18.9278,4850,1984,2866,3428,70.6804
"CT090800, Kings County, NY","36047090800 ","Kings County, NY","36047 ","New York","36 ","2010, 2014",8.8729,5.9952,85.1319,5.6338,33559467,1942,1137,27.2662,805,19.3046,46.5707,1205,28.8969,1023,24.5324,4170,1828,2342,2946,70.6475
"CT091000, Kings County, NY","36047091000 ","Kings County, NY","36047 ","New York","36 ","2010, 2014",5.8754,8.5092,85.6154,5.5351,36015747,1927,1225,20.6821,702,11.8521,32.5342,2238,37.7849,1758,29.6809,5923,2460,3463,4152,70.0996
"CT091200, Kings County, NY","36047091200 ","Kings County, NY","36047 ","New York","36 ","2010, 2014",6.2361,7.4861,86.2778,5.5417,63513998,3226,1898,26.3611,1328,18.4444,44.8056,2358,32.7500,1616,22.4444,7200,2944,4256,5130,71.2500
"CT091600, Kings County, NY","36047091600 ","Kings County, NY","36047 ","New York","36 ","2010, 2014",16.5606,10.4628,72.9765,5.5333,57879350,2733,1386,30.4014,1347,29.5460,59.9474,1153,25.2906,673,14.7620,4559,2020,2539,3892,85.3696
"CT091800, Kings County, NY","36047091800 ","Kings County, NY","36047 ","New York","36 ","2010, 2014",15.3716,18.3446,66.2838,5.5178,51378738,2012,1214,41.0135,798,26.9595,67.9730,486,16.4189,462,15.6081,2960,1260,1700,1868,63.1081
"CT092000, Kings County, NY","36047092000 ","Kings County, NY","36047 ","New York","36 ","2010, 2014",4.7303,13.7993,81.4703,5.5866,67479813,2074,1165,35.1009,909,27.3878,62.4887,746,22.4766,499,15.0346,3319,1408,1911,2878,86.7129
"CT092200, Kings County, NY","36047092200 ","Kings County, NY","36047 ","New York","36 ","2010, 2014",10.6916,21.0656,68.2428,5.5125,52418421,2450,1438,50.7410,1012,35.7092,86.4502,199,7.0219,185,6.5279,2834,1197,1637,2616,92.3077
"CT092400, Kings County, NY","36047092400 ","Kings County, NY","36047 ","New York","36 ","2010, 2014",10.8408,21.6100,67.5492,5.5258,42066630,2112,1217,43.5420,895,32.0215,75.5635,323,11.5564,360,12.8801,2795,1255,1540,2336,83.5778
"CT092800, Kings County, NY","36047092800 ","Kings County, NY","36047 ","New York","36 ","2010, 2014",17.9551,31.9914,50.0534,5.5703,70574500,2538,1416,50.4453,1122,39.9715,90.4168,177,6.3057,92,3.2775,2807,1214,1593,2637,93.9437
"CT093000, Kings County, NY","36047093000 ","Kings County, NY","36047 ","New York","36 ","2010, 2014",14.6874,35.8491,49.4636,5.4945,71762292,2404,1265,46.7999,1139,42.1384,88.9382,229,8.4721,70,2.5897,2703,1209,1494,2638,97.5953
"CT093200, Kings County, NY","36047093200 ","Kings County, NY","36047 ","New York","36 ","2010, 2014",9.3101,32.2527,58.4372,5.5142,35585391,1141,634,52.7016,507,42.1446,94.8462,19,1.5794,43,3.5744,1203,550,653,1144,95.0956
"CT093400, Kings County, NY","36047093400 ","Kings County, NY","36047 ","New York","36 ","2010, 2014",18.0605,37.5344,44.4052,5.5402,77651356,2442,1347,52.8857,1095,42.9918,95.8775,48,1.8846,57,2.2379,2547,1152,1395,2452,96.2701
"CT093600, Kings County, NY","36047093600 ","Kings County, NY","36047 ","New York","36 ","2010, 2014",11.5765,32.9843,55.4392,5.4842,48204845,1610,873,50.7853,737,42.8738,93.6591,76,4.4212,33,1.9197,1719,770,949,1613,93.8336
"CT093800, Kings County, NY","36047093800 ","Kings County, NY","36047 ","New York","36 ","2010, 2014",14.4962,31.5412,53.9626,5.6529,42316443,1922,1057,42.0948,865,34.4484,76.5432,337,13.4209,252,10.0358,2511,1117,1394,2412,96.0573
"CT094401, Kings County, NY","36047094401 ","Kings County, NY","36047 ","New York","36 ","2010, 2014",16.4100,39.9289,43.6611,5.5379,77767766,2979,1761,52.1623,1218,36.0782,88.2405,156,4.6209,241,7.1386,3376,1459,1917,3242,96.0308
"CT094402, Kings County, NY","36047094402 ","Kings County, NY","36047 ","New York","36 ","2010, 2014",2.5396,14.0501,83.4103,5.5286,32731560,1719,1065,35.1253,654,21.5699,56.6953,864,28.4960,449,14.8087,3032,1103,1929,2551,84.1359
"CT094600, Kings County, NY","36047094600 ","Kings County, NY","36047 ","New York","36 ","2010, 2014",13.5205,43.7337,42.7457,5.5724,60963962,1795,1011,52.5741,784,40.7696,93.3437,75,3.9002,53,2.7561,1923,837,1086,1810,94.1238
"CT095000, Kings County, NY","36047095000 ","Kings County, NY","36047 ","New York","36 ","2010, 2014",18.0844,34.3831,47.5325,5.5627,92125196,2763,1609,52.2403,1154,37.4675,89.7078,186,6.0390,131,4.2532,3080,1285,1795,2977,96.6558
"CT095400, Kings County, NY","36047095400 ","Kings County, NY","36047 ","New York","36 ","2010, 2014",20.4456,35.3414,44.2129,5.5901,124002181,4462,2313,47.7202,2149,44.3367,92.0569,287,5.9212,98,2.0219,4847,2247,2600,4663,96.2038
"CT095600, Kings County, NY","36047095600 ","Kings County, NY","36047 ","New York","36 ","2010, 2014",14.9685,34.5768,50.4547,5.5166,127085404,3667,2084,48.5894,1583,36.9084,85.4978,370,8.6267,252,5.8755,4289,1835,2454,4038,94.1478
"CT095800, Kings County, NY","36047095800 ","Kings County, NY","36047 ","New York","36 ","2010, 2014",13.9694,36.0033,50.0273,5.5798,112598932,3192,1719,46.9929,1473,40.2679,87.2608,331,9.0487,135,3.6905,3658,1608,2050,3448,94.2592
"CT096000, Kings County, NY","36047096000 ","Kings County, NY","36047 ","New York","36 ","2010, 2014",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CT096200, Kings County, NY","36047096200 ","Kings County, NY","36047 ","New York","36 ","2010, 2014",13.2856,32.6351,54.0794,5.4825,44626055,1594,888,48.9526,706,38.9195,87.8721,86,4.7409,134,7.3870,1814,840,974,1640,90.4079
"CT096400, Kings County, NY","36047096400 ","Kings County, NY","36047 ","New York","36 ","2010, 2014",17.9487,22.8766,59.1747,5.5472,68394037,2254,1245,49.8798,1009,40.4247,90.3045,144,5.7692,98,3.9263,2496,1107,1389,2297,92.0272
"CT096600, Kings County, NY","36047096600 ","Kings County, NY","36047 ","New York","36 ","2010, 2014",11.9058,33.5369,54.5573,5.5150,70829365,2002,1103,48.1029,899,39.2063,87.3092,177,7.7191,114,4.9717,2293,1013,1280,2106,91.8447
"CT096800, Kings County, NY","36047096800 ","Kings County, NY","36047 ","New York","36 ","2010, 2014",18.2519,28.5990,53.1491,5.5723,31516129,1407,716,46.0154,691,44.4087,90.4242,98,6.2982,51,3.2776,1556,742,814,1350,86.7609
"CT097000, Kings County, NY","36047097000 ","Kings County, NY","36047 ","New York","36 ","2010, 2014",14.1251,33.3783,52.4966,5.5125,55721497,1757,920,41.3855,837,37.6518,79.0373,292,13.1354,174,7.8273,2223,1011,1212,1968,88.5290
"CT097400, Kings County, NY","36047097400 ","Kings County, NY","36047 ","New York","36 ","2010, 2014",15.6415,24.0422,60.3163,5.5076,47174110,2175,1131,39.7540,1044,36.6960,76.4499,425,14.9385,245,8.6116,2845,1289,1556,2556,89.8418
"CT098200, Kings County, NY","36047098200 ","Kings County, NY","36047 ","New York","36 ","2010, 2014",4.7337,8.8100,86.4563,5.5168,57302244,2445,1490,32.6540,955,20.9292,53.5832,1303,28.5558,815,17.8611,4563,1770,2793,3478,76.2218
"CT098400, Kings County, NY","36047098400 ","Kings County, NY","36047 ","New York","36 ","2010, 2014",18.6934,34.0963,47.2103,5.5367,64316459,1705,927,44.2060,778,37.1006,81.3066,251,11.9695,141,6.7239,2097,919,1178,2024,96.5188
"CT098600, Kings County, NY","36047098600 ","Kings County, NY","36047 ","New York","36 ","2010, 2014",25.3135,31.9142,42.7723,5.4977,87802637,2885,1565,51.6502,1320,43.5644,95.2145,97,3.2013,48,1.5842,3030,1368,1662,2875,94.8845
"CT098800, Kings County, NY","36047098800 ","Kings County, NY","36047 ","New York","36 ","2010, 2014",28.6381,28.6692,42.6928,5.5588,68538413,2521,1329,41.3246,1192,37.0647,78.3893,488,15.1741,207,6.4366,3216,1399,1817,2959,92.0087
"CT099000, Kings County, NY","36047099000 ","Kings County, NY","36047 ","New York","36 ","2010, 2014",19.4960,38.0637,42.4403,5.5341,33371749,1241,696,46.1538,545,36.1406,82.2944,123,8.1565,144,9.5491,1508,689,819,1362,90.3183
"CT099200, Kings County, NY","36047099200 ","Kings County, NY","36047 ","New York","36 ","2010, 2014",15.1827,25.1158,59.7015,5.5662,46698977,1755,956,49.2023,799,41.1220,90.3242,126,6.4848,62,3.1909,1943,861,1082,1814,93.3608
"CT099400, Kings County, NY","36047099400 ","Kings County, NY","36047 ","New York","36 ","2010, 2014",19.7049,28.8434,51.4517,5.5505,47634731,1902,1056,50.2618,846,40.2665,90.5283,134,6.3779,65,3.0938,2101,911,1190,1981,94.2884
"CT099600, Kings County, NY","36047099600 ","Kings County, NY","36047 ","New York","36 ","2010, 2014",17.8581,36.6519,45.4900,5.5373,94193750,3587,1918,49.8570,1669,43.3845,93.2415,144,3.7432,116,3.0153,3847,1785,2062,3669,95.3730
"CT099800, Kings County, NY","36047099800 ","Kings County, NY","36047 ","New York","36 ","2010, 2014",19.2681,36.3206,44.4113,5.5613,123505670,3506,1950,48.5437,1556,38.7354,87.2791,326,8.1155,185,4.6054,4017,1741,2276,3825,95.2203
"CT100400, Kings County, NY","36047100400 ","Kings County, NY","36047 ","New York","36 ","2010, 2014",24.7706,30.7890,44.4404,5.5789,81110918,2522,1448,53.1376,1074,39.4128,92.5505,111,4.0734,92,3.3761,2725,1166,1559,2587,94.9358
"CT100600, Kings County, NY","36047100600 ","Kings County, NY","36047 ","New York","36 ","2010, 2014",10.5343,37.8931,51.5726,5.5489,92081965,2441,1377,52.1789,1064,40.3183,92.4972,109,4.1304,89,3.3725,2639,1153,1486,2463,93.3308
"CT100800, Kings County, NY","36047100800 ","Kings County, NY","36047 ","New York","36 ","2010, 2014",18.3030,24.8778,56.8192,5.4601,45301622,1840,954,42.3812,886,39.3603,81.7414,257,11.4171,154,6.8414,2251,1040,1211,2096,93.1142
"CT101000, Kings County, NY","36047101000 ","Kings County, NY","36047 ","New York","36 ","2010, 2014",12.5661,41.1956,46.2383,5.5662,60183930,2241,1224,49.7763,1017,41.3583,91.1346,133,5.4087,85,3.4567,2459,1102,1357,2289,93.0866
"CT101200, Kings County, NY","36047101200 ","Kings County, NY","36047 ","New York","36 ","2010, 2014",19.6098,28.8780,51.5122,5.4336,57367568,1872,995,48.5366,877,42.7805,91.3171,106,5.1707,72,3.5122,2050,949,1101,1924,93.8537
"CT101400, Kings County, NY","36047101400 ","Kings County, NY","36047 ","New York","36 ","2010, 2014",7.2926,44.4541,48.2533,5.5046,65173358,1914,1040,45.4148,874,38.1659,83.5808,221,9.6507,155,6.7686,2290,1029,1261,2117,92.4454
"CT101600, Kings County, NY","36047101600 ","Kings County, NY","36047 ","New York","36 ","2010, 2014",11.7912,30.5412,57.6675,5.5412,49602297,1380,777,50.0644,603,38.8531,88.9175,101,6.5077,71,4.5747,1552,674,878,1487,95.8119
"CT101800, Kings County, NY","36047101800 ","Kings County, NY","36047 ","New York","36 ","2010, 2014",5.6489,34.7074,59.6438,5.5708,73317474,1875,1001,50.9415,874,44.4784,95.4198,77,3.9186,13,0.6616,1965,887,1078,1820,92.6209
"CT102000, Kings County, NY","36047102000 ","Kings County, NY","36047 ","New York","36 ","2010, 2014",12.6595,38.5182,48.8224,5.5198,73842517,1910,1034,50.7360,876,42.9833,93.7193,64,3.1403,64,3.1403,2038,940,1098,1953,95.8292
"CT102200, Kings County, NY","36047102200 ","Kings County, NY","36047 ","New York","36 ","2010, 2014",19.0000,34.5455,46.4545,5.5790,58986755,1859,1015,46.1364,844,38.3636,84.5000,210,9.5455,131,5.9545,2200,975,1225,2016,91.6364
"CT102400, Kings County, NY","36047102400 ","Kings County, NY","36047 ","New York","36 ","2010, 2014",18.0204,33.5996,48.3799,5.5010,43662578,1955,1077,47.8029,878,38.9703,86.7732,130,5.7701,168,7.4567,2253,1046,1207,2082,92.4101
"CT102600, Kings County, NY","36047102600 ","Kings County, NY","36047 ","New York","36 ","2010, 2014",19.8299,36.0204,44.1497,5.5223,75945325,2627,1438,48.9116,1189,40.4422,89.3537,233,7.9252,80,2.7211,2940,1269,1671,2796,95.1020
"CT102800, Kings County, NY","36047102800 ","Kings County, NY","36047 ","New York","36 ","2010, 2014",19.6897,29.1766,51.1337,5.6304,48001078,1415,729,43.4964,686,40.9308,84.4272,216,12.8878,45,2.6850,1676,731,945,1520,90.6921
"CT103400, Kings County, NY","36047103400 ","Kings County, NY","36047 ","New York","36 ","2010, 2014",4.6826,8.2549,87.0625,5.5008,45041450,2244,1419,34.2505,825,19.9131,54.1636,1087,26.2370,812,19.5993,4143,1637,2506,3181,76.7801
"CT105801, Kings County, NY","36047105801 ","Kings County, NY","36047 ","New York","36 ","2010, 2014",2.9322,31.3416,65.7261,5.4998,111053173,4976,2991,41.3693,1985,27.4550,68.8243,1388,19.1978,866,11.9779,7230,2851,4379,5925,81.9502
"CT105804, Kings County, NY","36047105804 ","Kings County, NY","36047 ","New York","36 ","2010, 2014",6.4612,22.6141,70.9247,5.5410,82568000,4587,2669,39.5525,1918,28.4232,67.9757,1502,22.2584,659,9.7659,6748,2577,4171,5584,82.7504
"CT107000, Kings County, NY","36047107000 ","Kings County, NY","36047 ","New York","36 ","2010, 2014",9.0643,19.2982,71.6374,5.5556,8184450,288,188,54.9708,100,29.2398,84.2105,23,6.7251,31,9.0643,342,131,211,293,85.6725
"CT107800, Kings County, NY","36047107800 ","Kings County, NY","36047 ","New York","36 ","2010, 2014",8.5449,27.0671,64.3880,5.5611,106636140,3717,2094,52.6263,1623,40.7891,93.4154,177,4.4484,85,2.1362,3979,1708,2271,3678,92.4353
"CT109800, Kings County, NY","36047109800 ","Kings County, NY","36047 ","New York","36 ","2010, 2014",16.5343,16.4350,67.0308,5.4857,42318312,1617,814,40.4171,803,39.8709,80.2880,309,15.3426,88,4.3694,2014,891,1123,1748,86.7925
"CT110400, Kings County, NY","36047110400 ","Kings County, NY","36047 ","New York","36 ","2010, 2014",12.1245,19.7983,68.0772,5.5347,74870151,3391,1883,41.2848,1508,33.0629,74.3477,667,14.6240,503,11.0283,4561,2011,2550,3806,83.4466
"CT110600, Kings County, NY","36047110600 ","Kings County, NY","36047 ","New York","36 ","2010, 2014",5.5827,7.5178,86.8995,5.5705,57436307,2927,1708,37.9893,1219,27.1130,65.1023,918,20.4181,651,14.4795,4496,1870,2626,3436,76.4235
"CT111000, Kings County, NY","36047111000 ","Kings County, NY","36047 ","New York","36 ","2010, 2014",5.9569,5.8980,88.1451,5.5347,27453850,1843,1101,32.4683,742,21.8815,54.3497,981,28.9295,567,16.7207,3391,1309,2082,2628,77.4993
"CT111600, Kings County, NY","36047111600 ","Kings County, NY","36047 ","New York","36 ","2010, 2014",13.0303,14.5730,72.3967,5.5556,63561037,2502,1443,39.7521,1059,29.1736,68.9256,620,17.0799,508,13.9945,3630,1567,2063,2938,80.9366
"CT111800, Kings County, NY","36047111800 ","Kings County, NY","36047 ","New York","36 ","2010, 2014",14.3829,13.8262,71.7909,5.5703,50338257,2076,1027,31.7662,1049,32.4466,64.2128,743,22.9818,414,12.8054,3233,1463,1770,2424,74.9768
"CT112000, Kings County, NY","36047112000 ","Kings County, NY","36047 ","New York","36 ","2010, 2014",19.5277,20.7690,59.7033,5.6000,76932837,2553,1333,40.3573,1220,36.9361,77.2934,429,12.9882,321,9.7184,3303,1541,1762,2211,66.9391
"CT112200, Kings County, NY","36047112200 ","Kings County, NY","36047 ","New York","36 ","2010, 2014",21.5075,14.5084,63.9841,5.5520,51159199,2371,1280,36.2709,1091,30.9153,67.1862,700,19.8356,458,12.9782,3529,1549,1980,2837,80.3910
"CT112400, Kings County, NY","36047112400 ","Kings County, NY","36047 ","New York","36 ","2010, 2014",18.6884,15.3392,65.9724,5.5300,59471920,2275,1151,32.3952,1124,31.6352,64.0304,783,22.0377,495,13.9319,3553,1619,1934,2911,81.9308
"CT112600, Kings County, NY","36047112600 ","Kings County, NY","36047 ","New York","36 ","2010, 2014",14.2494,26.6955,59.0551,5.4967,60505286,2323,1270,32.2581,1053,26.7463,59.0043,905,22.9870,709,18.0086,3937,1762,2175,2982,75.7430
"CT112800, Kings County, NY","36047112800 ","Kings County, NY","36047 ","New York","36 ","2010, 2014",19.2241,17.2473,63.5285,5.5151,71752402,2744,1461,36.1008,1283,31.7025,67.8033,754,18.6311,549,13.5656,4047,1832,2215,3192,78.8732
"CT113000, Kings County, NY","36047113000 ","Kings County, NY","36047 ","New York","36 ","2010, 2014",10.7055,20.1036,69.1909,5.5728,51022994,2139,1088,26.8377,1051,25.9250,52.7627,1139,28.0957,776,19.1416,4054,1827,2227,3190,78.6877
"CT113200, Kings County, NY","36047113200 ","Kings County, NY","36047 ","New York","36 ","2010, 2014",15.4266,35.1190,49.4544,5.4902,40111449,1608,905,44.8909,703,34.8710,79.7619,189,9.3750,219,10.8631,2016,922,1094,1663,82.4901
"CT113400, Kings County, NY","36047113400 ","Kings County, NY","36047 ","New York","36 ","2010, 2014",14.1176,8.7059,77.1765,5.4795,28212232,1633,825,27.7311,808,27.1597,54.8908,880,29.5798,462,15.5294,2975,1270,1705,1989,66.8571
"CT114201, Kings County, NY","36047114201 ","Kings County, NY","36047 ","New York","36 ","2010, 2014",14.2516,16.5772,69.1711,5.5283,40212501,1293,599,35.7185,694,41.3834,77.1020,253,15.0865,131,7.8116,1677,825,852,558,33.2737
"CT114202, Kings County, NY","36047114202 ","Kings County, NY","36047 ","New York","36 ","2010, 2014",18.2855,15.7276,65.9869,5.5092,33720714,2022,1088,37.6080,934,32.2848,69.8928,446,15.4165,425,14.6906,2893,1359,1534,1175,40.6153
"CT114400, Kings County, NY","36047114400 ","Kings County, NY","36047 ","New York","36 ","2010, 2014",15.0337,10.9480,74.0182,5.6807,26971000,1466,840,33.3201,626,24.8314,58.1515,593,23.5224,462,18.3261,2521,1088,1433,1578,62.5942
"CT114600, Kings County, NY","36047114600 ","Kings County, NY","36047 ","New York","36 ","2010, 2014",17.2512,22.9384,59.8104,5.4954,34484900,2088,1096,34.6288,992,31.3428,65.9716,551,17.4092,526,16.6193,3165,1518,1647,1194,37.7251
"CT115000, Kings County, NY","36047115000 ","Kings County, NY","36047 ","New York","36 ","2010, 2014",19.5820,14.4114,66.0066,5.5399,35008637,1903,997,36.5603,906,33.2233,69.7836,407,14.9248,417,15.2915,2727,1323,1404,1531,56.1423
"CT115200, Kings County, NY","36047115200 ","Kings County, NY","36047 ","New York","36 ","2010, 2014",10.1293,14.9938,74.8768,5.6180,31889331,1251,724,22.2906,527,16.2254,38.5160,1066,32.8202,931,28.6638,3248,1458,1790,2239,68.9347
"CT115600, Kings County, NY","36047115600 ","Kings County, NY","36047 ","New York","36 ","2010, 2014",14.5105,15.2316,70.2579,5.5368,47902864,2080,1164,25.4371,916,20.0175,45.4545,1468,32.0804,1028,22.4650,4576,1944,2632,2951,64.4886
"CT115800, Kings County, NY","36047115800 ","Kings County, NY","36047 ","New York","36 ","2010, 2014",14.5588,20.1975,65.2437,5.5066,48354196,2409,1257,40.0446,1152,36.6996,76.7442,351,11.1819,379,12.0739,3139,1531,1608,2258,71.9337
"CT116000, Kings County, NY","36047116000 ","Kings County, NY","36047 ","New York","36 ","2010, 2014",4.7348,9.2424,86.0227,5.5270,29957200,1274,652,24.6970,622,23.5606,48.2576,825,31.2500,541,20.4924,2640,1163,1477,1875,71.0227
"CT116200, Kings County, NY","36047116200 ","Kings County, NY","36047 ","New York","36 ","2010, 2014",14.2732,24.2424,61.4844,5.6657,38161922,1645,838,36.8028,807,35.4414,72.2442,410,18.0061,222,9.7497,2277,1029,1248,1849,81.2033
"CT116400, Kings County, NY","36047116400 ","Kings County, NY","36047 ","New York","36 ","2010, 2014",15.8031,27.2992,56.8977,5.5957,48919905,2334,1210,39.1839,1124,36.3990,75.5829,488,15.8031,266,8.6140,3088,1390,1698,2196,71.1140
"CT116600, Kings County, NY","36047116600 ","Kings County, NY","36047 ","New York","36 ","2010, 2014",14.1096,16.0882,69.8021,5.5882,46940871,2170,1114,36.1336,1056,34.2524,70.3860,515,16.7045,398,12.9095,3083,1454,1629,1800,58.3847
"CT116800, Kings County, NY","36047116800 ","Kings County, NY","36047 ","New York","36 ","2010, 2014",18.2151,19.0847,62.7002,5.5556,38120350,1389,764,34.9657,625,28.6041,63.5698,394,18.0320,402,18.3982,2185,1027,1158,865,39.5881
"CT117000, Kings County, NY","36047117000 ","Kings County, NY","36047 ","New York","36 ","2010, 2014",26.9485,20.5807,52.4707,5.5080,19254554,1352,625,31.8390,727,37.0352,68.8742,350,17.8299,261,13.2960,1963,988,975,691,35.2012
"CT117201, Kings County, NY","36047117201 ","Kings County, NY","36047 ","New York","36 ","2010, 2014",21.1297,27.1618,51.7085,5.5556,45540790,2463,1197,41.7364,1266,44.1423,85.8787,271,9.4491,134,4.6722,2868,1400,1468,871,30.3696
"CT117202, Kings County, NY","36047117202 ","Kings County, NY","36047 ","New York","36 ","2010, 2014",11.2782,30.5118,58.2100,5.5618,86062830,3052,1452,35.2171,1600,38.8067,74.0238,697,16.9052,374,9.0711,4123,1974,2149,1492,36.1872
"CT117400, Kings County, NY","36047117400 ","Kings County, NY","36047 ","New York","36 ","2010, 2014",25.1695,23.7044,51.1262,5.4974,93075394,3951,1980,43.2976,1971,43.1008,86.3984,309,6.7571,313,6.8445,4573,2284,2289,1467,32.0796
"CT117601, Kings County, NY","36047117601 ","Kings County, NY","36047 ","New York","36 ","2010, 2014",27.7299,14.8467,57.4234,5.4983,35491953,1904,885,30.4857,1019,35.1016,65.5873,597,20.5649,402,13.8477,2903,1421,1482,895,30.8302
"CT117602, Kings County, NY","36047117602 ","Kings County, NY","36047 ","New York","36 ","2010, 2014",28.0797,17.9232,53.9972,5.5072,47361650,2704,1367,38.8905,1337,38.0370,76.9275,476,13.5420,335,9.5306,3515,1672,1843,1153,32.8023
"CT117800, Kings County, NY","36047117800 ","Kings County, NY","36047 ","New York","36 ","2010, 2014",30.2066,28.2524,41.5410,5.5777,27887457,1299,639,35.6784,660,36.8509,72.5293,270,15.0754,222,12.3953,1791,882,909,797,44.5003
"CT118000, Kings County, NY","36047118000 ","Kings County, NY","36047 ","New York","36 ","2010, 2014",33.3333,33.3333,33.3333,0,136200,6,2,33.3333,4,66.6667,100.0000,0,0.0000,0,0.0000,6,4,2,6,100.0000
"CT118201, Kings County, NY","36047118201 ","Kings County, NY","36047 ","New York","36 ","2010, 2014",15.5906,24.6929,59.7165,5.5102,49449622,2310,1147,36.1260,1163,36.6299,72.7559,478,15.0551,387,12.1890,3175,1550,1625,996,31.3701
"CT118202, Kings County, NY","36047118202 ","Kings County, NY","36047 ","New York","36 ","2010, 2014",10.3055,30.4227,59.2718,5.5597,38167506,2101,1047,32.3048,1054,32.5208,64.8257,634,19.5619,506,15.6125,3241,1560,1681,987,30.4536
"CT118400, Kings County, NY","36047118400 ","Kings County, NY","36047 ","New York","36 ","2010, 2014",31.0641,27.1964,41.7396,5.5631,105803298,4076,2088,36.5418,1988,34.7917,71.3336,829,14.5082,809,14.1582,5714,2797,2917,1845,32.2891
"CT118600, Kings County, NY","36047118600 ","Kings County, NY","36047 ","New York","36 ","2010, 2014",25.4516,19.2581,55.2903,5.5432,58913150,2244,1130,36.4516,1114,35.9355,72.3871,447,14.4194,409,13.1935,3100,1523,1577,1333,43.0000
"CT118800, Kings County, NY","36047118800 ","Kings County, NY","36047 ","New York","36 ","2010, 2014",35.6584,20.1440,44.1975,5.4959,54758950,2611,1115,22.9424,1496,30.7819,53.7243,1228,25.2675,1021,21.0082,4860,2517,2343,3078,63.3333
"CT119000, Kings County, NY","36047119000 ","Kings County, NY","36047 ","New York","36 ","2010, 2014",15.3061,20.4525,64.2413,5.5921,23788593,1427,607,26.9299,820,36.3798,63.3097,545,24.1792,282,12.5111,2254,1102,1152,1301,57.7196
"CT119200, Kings County, NY","36047119200 ","Kings County, NY","36047 ","New York","36 ","2010, 2014",14.6789,19.7406,65.5805,5.6159,35102450,1748,973,30.7814,775,24.5176,55.2990,682,21.5755,731,23.1256,3161,1506,1655,1647,52.1038
"CT119400, Kings County, NY","36047119400 ","Kings County, NY","36047 ","New York","36 ","2010, 2014",9.0361,22.1687,68.7952,5.5456,71534727,3138,1610,38.7952,1528,36.8193,75.6145,622,14.9880,390,9.3976,4150,1918,2232,2870,69.1566
"CT119600, Kings County, NY","36047119600 ","Kings County, NY","36047 ","New York","36 ","2010, 2014",14.5728,24.2181,61.2092,5.5581,71470866,3743,1748,30.5434,1995,34.8593,65.4028,1164,20.3390,816,14.2583,5723,2811,2912,4043,70.6448
"CT119800, Kings County, NY","36047119800 ","Kings County, NY","36047 ","New York","36 ","2010, 2014",22.1881,17.8063,60.0056,5.5630,39720658,2614,1301,36.3104,1313,36.6453,72.9556,516,14.4013,453,12.6430,3583,1766,1817,1561,43.5668
"CT120000, Kings County, NY","36047120000 ","Kings County, NY","36047 ","New York","36 ","2010, 2014",14.1964,20.3125,65.4911,5.5172,25403560,1332,738,32.9464,594,26.5179,59.4643,337,15.0446,571,25.4911,2240,1165,1075,1628,72.6786
"CT120200, Kings County, NY","36047120200 ","Kings County, NY","36047 ","New York","36 ","2010, 2014",9.5191,28.3094,62.1715,5.6404,27696489,1452,711,35.2504,741,36.7377,71.9881,290,14.3778,275,13.6341,2017,1016,1001,1580,78.3342
"CT120800, Kings County, NY","36047120800 ","Kings County, NY","36047 ","New York","36 ","2010, 2014",9.5506,19.3562,71.0932,5.5599,137514364,7124,3994,42.4307,3130,33.2519,75.6826,1212,12.8758,1077,11.4416,9413,4207,5206,7529,79.9851
